episode_key,sketch_id,frame_num_in_episode,character_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,det_score,emotion,confidence,timestamp
1,1,198,0,856.4720458984375,198.62127685546875,941.0711669921875,303.2198181152344,0.8472130298614502,happy,0.6179619431495667,8.258249999999999
1,1,216,0,831.71142578125,204.72433471679688,908.6912841796875,309.3548278808594,0.8366526365280151,happy,0.69609135389328,9.008999999999999
1,1,216,1,361.7278137207031,150.67269897460938,438.9483337402344,267.1455383300781,0.809258759021759,anger,0.46566900610923767,9.008999999999999
1,1,234,1,359.9523620605469,150.85760498046875,436.4384765625,267.61651611328125,0.8072571754455566,anger,0.6865933537483215,9.759749999999999
1,1,252,0,853.2334594726562,185.14500427246094,931.9364013671875,296.38427734375,0.8170759677886963,anger,0.7497112154960632,10.510499999999999
1,1,252,1,356.4320983886719,149.83457946777344,432.9290466308594,267.0611267089844,0.8032793402671814,anger,0.5012356042861938,10.510499999999999
1,1,270,0,860.0057373046875,209.39402770996094,948.5714111328125,315.490966796875,0.8605421781539917,sad,0.3037022650241852,11.261249999999999
1,1,288,0,877.595458984375,195.0087432861328,965.6133422851562,305.48883056640625,0.8625513315200806,sad,0.6735402941703796,12.011999999999999
1,1,288,1,348.8991394042969,144.2645263671875,426.4330749511719,267.191650390625,0.807345986366272,anger,0.5606653094291687,12.011999999999999
1,1,306,0,880.0960693359375,186.20541381835938,969.0978393554688,299.0907287597656,0.854508638381958,sad,0.7368999123573303,12.762749999999999
1,1,306,1,343.8127746582031,139.27496337890625,423.7965393066406,265.627685546875,0.8285224437713623,anger,0.5960935950279236,12.762749999999999
1,1,324,0,868.4569091796875,180.56793212890625,954.8722534179688,294.0306396484375,0.8469211459159851,happy,0.6342645883560181,13.513499999999999
1,1,324,1,336.1646423339844,135.7920379638672,417.56390380859375,258.057861328125,0.8233039975166321,anger,0.40821778774261475,13.513499999999999
1,1,342,1,332.0145568847656,130.076416015625,415.44012451171875,256.3443603515625,0.8416762351989746,anger,0.6898532509803772,14.264249999999999
1,1,342,0,865.3233032226562,163.41250610351562,944.3809204101562,281.1705322265625,0.823946475982666,happy,0.6353740692138672,14.264249999999999
1,1,360,0,870.2457275390625,157.25299072265625,955.4989013671875,275.3932189941406,0.8669698238372803,happy,0.7558260560035706,15.014999999999999
1,1,360,1,324.971923828125,121.67012786865234,411.3688049316406,251.65379333496094,0.8304789066314697,anger,0.6046330332756042,15.014999999999999
1,1,378,0,859.9976806640625,184.3804931640625,954.2109985351562,299.8779296875,0.8975410461425781,happy,0.6928961277008057,15.765749999999999
1,1,378,1,321.35369873046875,117.8893051147461,407.44683837890625,244.27911376953125,0.8411664366722107,anger,0.4126990735530853,15.765749999999999
1,1,396,0,877.7462158203125,154.79269409179688,966.4578247070312,277.13323974609375,0.882461428642273,happy,0.9879172444343567,16.516499999999997
1,1,396,1,314.9970397949219,99.68081665039062,402.0162658691406,237.83154296875,0.8581423163414001,sad,0.9513922333717346,16.516499999999997
1,1,396,2,658.229248046875,262.3313903808594,697.0789184570312,310.884765625,0.8006774187088013,neutral,0.846706211566925,16.516499999999997
1,1,414,0,889.79150390625,143.3411865234375,977.2951049804688,266.56640625,0.869280219078064,happy,0.9660727977752686,17.267249999999997
1,1,414,1,316.6722106933594,101.0894775390625,403.07830810546875,244.75765991210938,0.8426402807235718,anger,0.543932318687439,17.267249999999997
1,1,432,0,884.4664306640625,113.45521545410156,1073.6805419921875,342.7521667480469,0.8296812772750854,happy,0.9751930832862854,18.017999999999997
1,1,450,0,825.7750854492188,76.51268005371094,992.968994140625,313.2962646484375,0.8548065423965454,happy,0.9917731881141663,18.768749999999997
1,1,468,1,530.3598022460938,98.96723937988281,746.30810546875,391.79620361328125,0.8737703561782837,neutral,0.6647530794143677,19.519499999999997
1,1,504,0,787.758056640625,90.21824645996094,954.0247802734375,327.0174255371094,0.8311638832092285,sad,0.5562683343887329,21.020999999999997
1,1,522,0,805.0478515625,85.65335845947266,971.73046875,316.50872802734375,0.8716951608657837,sad,0.31654083728790283,21.771749999999997
1,1,540,0,812.6442260742188,87.70421600341797,980.875732421875,315.81396484375,0.8523980379104614,neutral,0.281105637550354,22.522499999999997
1,1,558,1,564.119873046875,96.19815063476562,774.437744140625,402.05279541015625,0.8577641844749451,sad,0.6564664244651794,23.273249999999997
1,1,576,1,721.2816772460938,128.17689514160156,944.7911376953125,460.2242431640625,0.8525291681289673,sad,0.4953346252441406,24.023999999999997
1,1,594,0,662.9484252929688,120.04052734375,848.4780883789062,376.23248291015625,0.8546592593193054,surprise,0.7373568415641785,24.774749999999997
1,1,612,0,656.0044555664062,138.16746520996094,844.8172607421875,396.571533203125,0.8390942811965942,surprise,0.8002161979675293,25.525499999999997
1,1,756,0,672.641845703125,116.65277862548828,754.4149169921875,222.12173461914062,0.8246850967407227,neutral,0.44723471999168396,31.531499999999998
1,1,774,1,419.0491943359375,88.8375015258789,553.7431030273438,285.6459045410156,0.8773947358131409,disgust,0.5176463723182678,32.28225
1,1,792,1,418.72113037109375,90.61927795410156,553.24365234375,283.9491882324219,0.8886642456054688,disgust,0.3871650695800781,33.032999999999994
1,1,810,0,582.016845703125,98.0052490234375,883.4515991210938,497.1326599121094,0.8183122873306274,happy,0.9610453248023987,33.78375
1,1,846,0,451.61767578125,115.32449340820312,765.7431030273438,519.4597778320312,0.8009970188140869,neutral,0.8971303105354309,35.28525
1,1,864,1,418.2792663574219,87.3259506225586,552.3299560546875,275.9949951171875,0.8694769144058228,sad,0.4607853293418884,36.035999999999994
1,1,882,1,430.5732421875,93.33770751953125,564.31005859375,286.63232421875,0.8753710389137268,sad,0.3019419014453888,36.78675
1,1,918,0,622.864501953125,81.49043273925781,922.3740844726562,481.5140380859375,0.8380197286605835,happy,0.9861836433410645,38.28825
1,1,972,0,540.564697265625,125.952880859375,862.01904296875,521.1693115234375,0.8142846822738647,happy,0.9965523481369019,40.540499999999994
1,1,990,1,432.9496154785156,90.68567657470703,565.6262817382812,283.92315673828125,0.8787846565246582,sad,0.3697488009929657,41.29125
1,1,1008,1,433.25286865234375,90.16644287109375,565.584228515625,284.1763000488281,0.8757431507110596,sad,0.2932491898536682,42.041999999999994
1,1,1026,1,435.5050354003906,96.00489807128906,568.050537109375,284.1943664550781,0.8842682242393494,sad,0.5518341660499573,42.79275
1,1,1044,1,433.09051513671875,91.87786865234375,564.6532592773438,279.2235412597656,0.8776633739471436,sad,0.7811998724937439,43.543499999999995
1,1,1062,0,744.3721923828125,77.60186767578125,830.1720581054688,194.41412353515625,0.8890271782875061,disgust,0.40024226903915405,44.29425
1,1,1080,0,731.195068359375,83.02658081054688,816.4944458007812,197.71246337890625,0.8709819316864014,disgust,0.5702022314071655,45.044999999999995
1,1,1098,0,725.388916015625,82.89056396484375,811.0162353515625,196.43011474609375,0.8637667894363403,disgust,0.6079760193824768,45.79575
1,1,1116,0,726.2011108398438,83.6167221069336,812.5160522460938,199.76145935058594,0.8603181838989258,disgust,0.5394735932350159,46.546499999999995
1,1,1278,1,364.44573974609375,51.01445770263672,525.4882202148438,274.0234680175781,0.8305245637893677,neutral,0.532951295375824,53.30325
1,1,1296,1,366.2100830078125,55.54637908935547,529.1630249023438,277.3992919921875,0.823462724685669,sad,0.2667044997215271,54.053999999999995
1,1,1404,1,373.38433837890625,56.09431457519531,554.6140747070312,304.43536376953125,0.8192579746246338,neutral,0.5199956297874451,58.558499999999995
1,1,1422,1,378.6474609375,57.12376403808594,563.144775390625,306.5654296875,0.857617974281311,fear,0.3825562298297882,59.30925
1,1,1440,1,384.57684326171875,54.51222229003906,569.5590209960938,312.808837890625,0.8783730268478394,fear,0.5088514685630798,60.059999999999995
1,1,1458,1,389.79583740234375,55.03300476074219,575.299560546875,316.1296081542969,0.893553614616394,fear,0.6157844662666321,60.81075
1,1,1494,0,703.414306640625,94.6092758178711,848.5406494140625,282.89764404296875,0.8463500142097473,neutral,0.8291770815849304,62.31225
1,1,1512,0,703.3029174804688,99.91400909423828,850.766845703125,286.7962951660156,0.8500384092330933,neutral,0.5989669561386108,63.062999999999995
1,1,1530,0,743.2144775390625,99.59563446044922,895.9596557617188,285.1264343261719,0.8318818807601929,neutral,0.7232324481010437,63.81375
1,1,1602,0,368.80340576171875,159.16818237304688,710.0245361328125,614.1207275390625,0.8343912959098816,happy,0.9475812315940857,66.81675
1,1,1620,0,372.34759521484375,154.82984924316406,719.5228271484375,617.375244140625,0.8178569078445435,happy,0.8083480000495911,67.5675
