sketch_id,name,sketch_order,season,episode,time_bin,time_bin_start,time_bin_end,time_bin_center,most_common_emotion,avg_confidence,category,category2
14,Laser Spine Specialists,13,1,3,15.0-20.0%,15.0,20.0,17.5,happy,0.6003072291612626,commercial,
14,Laser Spine Specialists,13,1,3,20.0-25.0%,20.0,25.0,22.5,happy,0.8531127061162677,commercial,
14,Laser Spine Specialists,13,1,3,25.0-30.0%,25.0,30.0,27.5,happy,0.6843081116676331,commercial,
14,Laser Spine Specialists,13,1,3,30.0-35.0%,30.0,35.0,32.5,disgust,0.7572213162978491,commercial,
14,Laser Spine Specialists,13,1,3,35.0-40.0%,35.0,40.0,37.5,happy,0.8864850029349327,commercial,
14,Laser Spine Specialists,13,1,3,40.0-45.0%,40.0,45.0,42.5,neutral,0.5516449511051178,commercial,
14,Laser Spine Specialists,13,1,3,45.0-50.0%,45.0,50.0,47.5,happy,0.4942171374956767,commercial,
14,Laser Spine Specialists,13,1,3,50.0-55.0%,50.0,55.0,52.5,anger,0.5017997659742832,commercial,
14,Laser Spine Specialists,13,1,3,55.0-60.0%,55.0,60.0,57.5,anger,0.5562443137168884,commercial,
14,Laser Spine Specialists,13,1,3,60.0-65.0%,60.0,65.0,62.5,disgust,0.4355095103383064,commercial,
14,Laser Spine Specialists,13,1,3,65.0-70.0%,65.0,70.0,67.5,surprise,0.6071430742740631,commercial,
14,Laser Spine Specialists,13,1,3,70.0-75.0%,70.0,75.0,72.5,anger,0.5566914487968792,commercial,
14,Laser Spine Specialists,13,1,3,75.0-80.0%,75.0,80.0,77.5,happy,0.6103735193610191,commercial,
14,Laser Spine Specialists,13,1,3,80.0-85.0%,80.0,85.0,82.5,sad,0.7133013258377711,commercial,
14,Laser Spine Specialists,13,1,3,85.0-90.0%,85.0,90.0,87.5,sad,0.5847687944769859,commercial,
14,Laser Spine Specialists,13,1,3,90.0-95.0%,90.0,95.0,92.5,sad,0.7063085834185282,commercial,
14,Laser Spine Specialists,13,1,3,95.0-100.0%,95.0,100.0,97.5,neutral,0.6347391419112682,commercial,
15,New Joe,14,1,3,0.0-5.0%,0.0,5.0,2.5,happy,0.5454508811235428,funeral,
15,New Joe,14,1,3,5.0-10.0%,5.0,10.0,7.5,neutral,0.7126221021016439,funeral,
15,New Joe,14,1,3,10.0-15.0%,10.0,15.0,12.5,neutral,0.6828406602144241,funeral,
15,New Joe,14,1,3,15.0-20.0%,15.0,20.0,17.5,neutral,0.5793362030616174,funeral,
15,New Joe,14,1,3,20.0-25.0%,20.0,25.0,22.5,neutral,0.5833187699317932,funeral,
15,New Joe,14,1,3,25.0-30.0%,25.0,30.0,27.5,anger,0.5420988082885743,funeral,
15,New Joe,14,1,3,30.0-35.0%,30.0,35.0,32.5,happy,0.6215374214308602,funeral,
15,New Joe,14,1,3,35.0-40.0%,35.0,40.0,37.5,neutral,0.6236625671386719,funeral,
15,New Joe,14,1,3,40.0-45.0%,40.0,45.0,42.5,neutral,0.46625513831774396,funeral,
15,New Joe,14,1,3,45.0-50.0%,45.0,50.0,47.5,neutral,0.720707676240376,funeral,
15,New Joe,14,1,3,50.0-55.0%,50.0,55.0,52.5,neutral,0.7166514955461025,funeral,
15,New Joe,14,1,3,55.0-60.0%,55.0,60.0,57.5,happy,0.7192486077547073,funeral,
15,New Joe,14,1,3,60.0-65.0%,60.0,65.0,62.5,neutral,0.7617368479569753,funeral,
15,New Joe,14,1,3,65.0-70.0%,65.0,70.0,67.5,neutral,0.6825819286433134,funeral,
15,New Joe,14,1,3,70.0-75.0%,70.0,75.0,72.5,neutral,0.6280039974621364,funeral,
15,New Joe,14,1,3,75.0-80.0%,75.0,80.0,77.5,neutral,0.7211238581400651,funeral,
15,New Joe,14,1,3,80.0-85.0%,80.0,85.0,82.5,neutral,0.6837338109811147,funeral,
15,New Joe,14,1,3,85.0-90.0%,85.0,90.0,87.5,neutral,0.8387787342071533,funeral,
15,New Joe,14,1,3,90.0-95.0%,90.0,95.0,92.5,neutral,0.6856738924980164,funeral,
15,New Joe,14,1,3,95.0-100.0%,95.0,100.0,97.5,neutral,0.7191769182682037,funeral,
16,Game Night,15,1,3,0.0-5.0%,0.0,5.0,2.5,happy,0.7983823150396347,party,
16,Game Night,15,1,3,5.0-10.0%,5.0,10.0,7.5,neutral,0.6972203838825226,party,
16,Game Night,15,1,3,10.0-15.0%,10.0,15.0,12.5,neutral,0.7090244114398956,party,
16,Game Night,15,1,3,15.0-20.0%,15.0,20.0,17.5,sad,0.7710783847353675,party,
16,Game Night,15,1,3,20.0-25.0%,20.0,25.0,22.5,neutral,0.6031621051105586,party,
16,Game Night,15,1,3,25.0-30.0%,25.0,30.0,27.5,neutral,0.6206995747983456,party,
16,Game Night,15,1,3,30.0-35.0%,30.0,35.0,32.5,surprise,0.662043562706779,party,
16,Game Night,15,1,3,35.0-40.0%,35.0,40.0,37.5,sad,0.6594543159008026,party,
16,Game Night,15,1,3,40.0-45.0%,40.0,45.0,42.5,neutral,0.6201642628373771,party,
16,Game Night,15,1,3,45.0-50.0%,45.0,50.0,47.5,sad,0.6323667501027768,party,
16,Game Night,15,1,3,50.0-55.0%,50.0,55.0,52.5,happy,0.7624513419235454,party,
16,Game Night,15,1,3,55.0-60.0%,55.0,60.0,57.5,sad,0.64624841676818,party,
16,Game Night,15,1,3,60.0-65.0%,60.0,65.0,62.5,sad,0.5756838818391165,party,
16,Game Night,15,1,3,65.0-70.0%,65.0,70.0,67.5,sad,0.6578506603837013,party,
16,Game Night,15,1,3,70.0-75.0%,70.0,75.0,72.5,fear,0.656672762972968,party,
16,Game Night,15,1,3,75.0-80.0%,75.0,80.0,77.5,surprise,0.7901924167360578,party,
16,Game Night,15,1,3,80.0-85.0%,80.0,85.0,82.5,fear,0.6535446835415704,party,
16,Game Night,15,1,3,85.0-90.0%,85.0,90.0,87.5,sad,0.6776797612508138,party,
16,Game Night,15,1,3,90.0-95.0%,90.0,95.0,92.5,anger,0.7312074847843336,party,
16,Game Night,15,1,3,95.0-100.0%,95.0,100.0,97.5,neutral,0.5957773219455372,party,
17,Lifetime Achievement,16,1,4,0.0-5.0%,0.0,5.0,2.5,neutral,0.7550357401371002,party,
17,Lifetime Achievement,16,1,4,5.0-10.0%,5.0,10.0,7.5,happy,0.6443220734596252,party,
17,Lifetime Achievement,16,1,4,10.0-15.0%,10.0,15.0,12.5,happy,0.6745858281850815,party,
17,Lifetime Achievement,16,1,4,15.0-20.0%,15.0,20.0,17.5,sad,0.6988502889871597,party,
17,Lifetime Achievement,16,1,4,20.0-25.0%,20.0,25.0,22.5,sad,0.7330521921316783,party,
17,Lifetime Achievement,16,1,4,25.0-30.0%,25.0,30.0,27.5,sad,0.5989838013282189,party,
17,Lifetime Achievement,16,1,4,30.0-35.0%,30.0,35.0,32.5,neutral,0.7147347569465637,party,
17,Lifetime Achievement,16,1,4,35.0-40.0%,35.0,40.0,37.5,neutral,0.6830676283155169,party,
17,Lifetime Achievement,16,1,4,40.0-45.0%,40.0,45.0,42.5,neutral,0.7339913761615753,party,
17,Lifetime Achievement,16,1,4,45.0-50.0%,45.0,50.0,47.5,happy,0.8301208158334096,party,
17,Lifetime Achievement,16,1,4,50.0-55.0%,50.0,55.0,52.5,neutral,0.6758433995502335,party,
17,Lifetime Achievement,16,1,4,55.0-60.0%,55.0,60.0,57.5,neutral,0.7642496037483215,party,
17,Lifetime Achievement,16,1,4,60.0-65.0%,60.0,65.0,62.5,neutral,0.6394794170673077,party,
17,Lifetime Achievement,16,1,4,65.0-70.0%,65.0,70.0,67.5,neutral,0.7164057443539301,party,
17,Lifetime Achievement,16,1,4,70.0-75.0%,70.0,75.0,72.5,happy,0.7391491499212053,party,
17,Lifetime Achievement,16,1,4,75.0-80.0%,75.0,80.0,77.5,disgust,0.4885881046454112,party,
17,Lifetime Achievement,16,1,4,80.0-85.0%,80.0,85.0,82.5,neutral,0.7410857323557138,party,
17,Lifetime Achievement,16,1,4,85.0-90.0%,85.0,90.0,87.5,happy,0.6564160172755902,party,
17,Lifetime Achievement,16,1,4,90.0-95.0%,90.0,95.0,92.5,happy,0.5766356634466272,party,
17,Lifetime Achievement,16,1,4,95.0-100.0%,95.0,100.0,97.5,happy,0.5070866763591766,party,
18,A Christmas Carol,17,1,4,0.0-5.0%,0.0,5.0,2.5,neutral,0.6976951658725739,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,5.0-10.0%,5.0,10.0,7.5,surprise,0.5356581211090088,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,10.0-15.0%,10.0,15.0,12.5,fear,0.6717896461486816,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,15.0-20.0%,15.0,20.0,17.5,neutral,0.5593900510243007,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,20.0-25.0%,20.0,25.0,22.5,sad,0.7047508358955383,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,25.0-30.0%,25.0,30.0,27.5,neutral,0.5140472735677447,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,30.0-35.0%,30.0,35.0,32.5,anger,0.47420918568968773,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,35.0-40.0%,35.0,40.0,37.5,happy,0.6410341262817383,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,40.0-45.0%,40.0,45.0,42.5,neutral,0.5580393373966217,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,45.0-50.0%,45.0,50.0,47.5,neutral,0.4899933536847432,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,50.0-55.0%,50.0,55.0,52.5,happy,0.648331241948264,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,55.0-60.0%,55.0,60.0,57.5,neutral,0.3968795388936996,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,60.0-65.0%,60.0,65.0,62.5,happy,0.5440586805343627,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,65.0-70.0%,65.0,70.0,67.5,neutral,0.7851957380771637,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,70.0-75.0%,70.0,75.0,72.5,neutral,0.7313716212908427,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,75.0-80.0%,75.0,80.0,77.5,neutral,0.44341447949409485,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,80.0-85.0%,80.0,85.0,82.5,anger,0.45147305727005005,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,85.0-90.0%,85.0,90.0,87.5,happy,0.5095392093062401,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,90.0-95.0%,90.0,95.0,92.5,happy,0.6758767306804657,sci-fi/fantasy,
18,A Christmas Carol,17,1,4,95.0-100.0%,95.0,100.0,97.5,neutral,0.6021827399730683,sci-fi/fantasy,
19,Nachos,18,1,4,0.0-5.0%,0.0,5.0,2.5,neutral,0.7703150004148483,restaurant,dating
19,Nachos,18,1,4,5.0-10.0%,5.0,10.0,7.5,sad,0.9674482544263204,restaurant,dating
19,Nachos,18,1,4,10.0-15.0%,10.0,15.0,12.5,neutral,0.5622030422091484,restaurant,dating
19,Nachos,18,1,4,15.0-20.0%,15.0,20.0,17.5,sad,0.619920551776886,restaurant,dating
19,Nachos,18,1,4,20.0-25.0%,20.0,25.0,22.5,sad,0.635740480820338,restaurant,dating
19,Nachos,18,1,4,25.0-30.0%,25.0,30.0,27.5,sad,0.5917202631632487,restaurant,dating
19,Nachos,18,1,4,30.0-35.0%,30.0,35.0,32.5,disgust,0.6542363230671201,restaurant,dating
19,Nachos,18,1,4,35.0-40.0%,35.0,40.0,37.5,happy,0.5869924227396647,restaurant,dating
19,Nachos,18,1,4,40.0-45.0%,40.0,45.0,42.5,happy,0.8704673171043396,restaurant,dating
19,Nachos,18,1,4,45.0-50.0%,45.0,50.0,47.5,sad,0.8412149676254818,restaurant,dating
19,Nachos,18,1,4,50.0-55.0%,50.0,55.0,52.5,sad,0.6895719841122627,restaurant,dating
19,Nachos,18,1,4,55.0-60.0%,55.0,60.0,57.5,sad,0.839449908052172,restaurant,dating
19,Nachos,18,1,4,60.0-65.0%,60.0,65.0,62.5,surprise,0.44727190136909484,restaurant,dating
19,Nachos,18,1,4,65.0-70.0%,65.0,70.0,67.5,sad,0.4777939170598984,restaurant,dating
19,Nachos,18,1,4,70.0-75.0%,70.0,75.0,72.5,sad,0.6977802142500877,restaurant,dating
19,Nachos,18,1,4,75.0-80.0%,75.0,80.0,77.5,sad,0.6739320655663809,restaurant,dating
19,Nachos,18,1,4,80.0-85.0%,80.0,85.0,82.5,sad,0.42501036326090497,restaurant,dating
19,Nachos,18,1,4,85.0-90.0%,85.0,90.0,87.5,neutral,0.6024075672030449,restaurant,dating
19,Nachos,18,1,4,90.0-95.0%,90.0,95.0,92.5,neutral,0.66338544854751,restaurant,dating
19,Nachos,18,1,4,95.0-100.0%,95.0,100.0,97.5,neutral,0.48661348649433683,restaurant,dating
20,Traffic,19,1,4,0.0-5.0%,0.0,5.0,2.5,sad,0.5892947057882945,driving,funeral
20,Traffic,19,1,4,5.0-10.0%,5.0,10.0,7.5,happy,0.6610095744783228,driving,funeral
20,Traffic,19,1,4,10.0-15.0%,10.0,15.0,12.5,happy,0.7320462127526601,driving,funeral
20,Traffic,19,1,4,15.0-20.0%,15.0,20.0,17.5,sad,0.6101346984505653,driving,funeral
20,Traffic,19,1,4,25.0-30.0%,25.0,30.0,27.5,neutral,0.5116422884166241,driving,funeral
20,Traffic,19,1,4,30.0-35.0%,30.0,35.0,32.5,neutral,0.8280955801407496,driving,funeral
20,Traffic,19,1,4,35.0-40.0%,35.0,40.0,37.5,neutral,0.691089001568881,driving,funeral
20,Traffic,19,1,4,40.0-45.0%,40.0,45.0,42.5,neutral,0.6719293942054113,driving,funeral
20,Traffic,19,1,4,45.0-50.0%,45.0,50.0,47.5,neutral,0.5906913485378027,driving,funeral
20,Traffic,19,1,4,50.0-55.0%,50.0,55.0,52.5,anger,0.6458066817786958,driving,funeral
20,Traffic,19,1,4,55.0-60.0%,55.0,60.0,57.5,disgust,0.7459870063596301,driving,funeral
20,Traffic,19,1,4,60.0-65.0%,60.0,65.0,62.5,sad,0.7122098367947799,driving,funeral
20,Traffic,19,1,4,65.0-70.0%,65.0,70.0,67.5,happy,0.721572995185852,driving,funeral
20,Traffic,19,1,4,70.0-75.0%,70.0,75.0,72.5,neutral,0.5292961218140342,driving,funeral
20,Traffic,19,1,4,75.0-80.0%,75.0,80.0,77.5,neutral,0.7899274740900312,driving,funeral
20,Traffic,19,1,4,80.0-85.0%,80.0,85.0,82.5,neutral,0.7016244937976202,driving,funeral
20,Traffic,19,1,4,85.0-90.0%,85.0,90.0,87.5,happy,0.6912181402246157,driving,funeral
20,Traffic,19,1,4,90.0-95.0%,90.0,95.0,92.5,neutral,0.6759264841675758,driving,funeral
20,Traffic,19,1,4,95.0-100.0%,95.0,100.0,97.5,happy,0.7547732215860615,driving,funeral
21,Brooks Brothers,20,1,5,0.0-5.0%,0.0,5.0,2.5,neutral,0.7355476780371233,driving,
21,Brooks Brothers,20,1,5,5.0-10.0%,5.0,10.0,7.5,neutral,0.7670331015473321,driving,
21,Brooks Brothers,20,1,5,10.0-15.0%,10.0,15.0,12.5,sad,0.6643274784088135,driving,
21,Brooks Brothers,20,1,5,15.0-20.0%,15.0,20.0,17.5,neutral,0.6504875481128692,driving,
21,Brooks Brothers,20,1,5,20.0-25.0%,20.0,25.0,22.5,sad,0.7006117765392575,driving,
21,Brooks Brothers,20,1,5,25.0-30.0%,25.0,30.0,27.5,neutral,0.7053009664470499,driving,
21,Brooks Brothers,20,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,0.6653893807759652,driving,
21,Brooks Brothers,20,1,5,35.0-40.0%,35.0,40.0,37.5,sad,0.7031911542782416,driving,
21,Brooks Brothers,20,1,5,40.0-45.0%,40.0,45.0,42.5,neutral,0.6883592674365411,driving,
21,Brooks Brothers,20,1,5,45.0-50.0%,45.0,50.0,47.5,neutral,0.7347040447321805,driving,
21,Brooks Brothers,20,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,0.7206241269322002,driving,
21,Brooks Brothers,20,1,5,55.0-60.0%,55.0,60.0,57.5,neutral,0.7940118126571178,driving,
21,Brooks Brothers,20,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,0.785446721315384,driving,
21,Brooks Brothers,20,1,5,65.0-70.0%,65.0,70.0,67.5,sad,0.7589692388262067,driving,
21,Brooks Brothers,20,1,5,70.0-75.0%,70.0,75.0,72.5,neutral,0.6841052293777465,driving,
21,Brooks Brothers,20,1,5,75.0-80.0%,75.0,80.0,77.5,neutral,0.6070110244410378,driving,
21,Brooks Brothers,20,1,5,80.0-85.0%,80.0,85.0,82.5,anger,0.545144487511028,driving,
21,Brooks Brothers,20,1,5,85.0-90.0%,85.0,90.0,87.5,sad,0.7017472526606392,driving,
21,Brooks Brothers,20,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,0.5461401018229398,driving,
21,Brooks Brothers,20,1,5,95.0-100.0%,95.0,100.0,97.5,sad,0.6183055960215055,driving,
22,Choking,21,1,5,0.0-5.0%,0.0,5.0,2.5,happy,0.7227865645759984,restaurant,
22,Choking,21,1,5,5.0-10.0%,5.0,10.0,7.5,happy,0.767420376601972,restaurant,
22,Choking,21,1,5,10.0-15.0%,10.0,15.0,12.5,surprise,0.5121469795703888,restaurant,
22,Choking,21,1,5,15.0-20.0%,15.0,20.0,17.5,happy,0.5857725769281388,restaurant,
22,Choking,21,1,5,20.0-25.0%,20.0,25.0,22.5,happy,0.7540002763271332,restaurant,
22,Choking,21,1,5,25.0-30.0%,25.0,30.0,27.5,sad,0.6927700127874102,restaurant,
22,Choking,21,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,0.5634715301649911,restaurant,
22,Choking,21,1,5,35.0-40.0%,35.0,40.0,37.5,sad,0.6307300304373106,restaurant,
22,Choking,21,1,5,40.0-45.0%,40.0,45.0,42.5,neutral,0.5448466658592224,restaurant,
22,Choking,21,1,5,45.0-50.0%,45.0,50.0,47.5,sad,0.5785419394572576,restaurant,
22,Choking,21,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,0.6501212950263705,restaurant,
22,Choking,21,1,5,55.0-60.0%,55.0,60.0,57.5,happy,0.7963491252490452,restaurant,
22,Choking,21,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,0.7396163418889046,restaurant,
22,Choking,21,1,5,65.0-70.0%,65.0,70.0,67.5,sad,0.8017410516738892,restaurant,
22,Choking,21,1,5,70.0-75.0%,70.0,75.0,72.5,neutral,0.6199970756258283,restaurant,
22,Choking,21,1,5,75.0-80.0%,75.0,80.0,77.5,neutral,0.6667617715540386,restaurant,
22,Choking,21,1,5,80.0-85.0%,80.0,85.0,82.5,neutral,0.6801638645785195,restaurant,
22,Choking,21,1,5,85.0-90.0%,85.0,90.0,87.5,neutral,0.6658241506665945,restaurant,
22,Choking,21,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,0.6275545166384789,restaurant,
22,Choking,21,1,5,95.0-100.0%,95.0,100.0,97.5,happy,0.7394480771488614,restaurant,
23,New Printer,22,1,5,0.0-5.0%,0.0,5.0,2.5,neutral,0.6618057653307915,office,
23,New Printer,22,1,5,5.0-10.0%,5.0,10.0,7.5,happy,0.8072174925070542,office,
23,New Printer,22,1,5,10.0-15.0%,10.0,15.0,12.5,happy,0.575328055355284,office,
23,New Printer,22,1,5,15.0-20.0%,15.0,20.0,17.5,happy,0.8067671710794623,office,
23,New Printer,22,1,5,20.0-25.0%,20.0,25.0,22.5,happy,0.6619846256155717,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,disgust,0.5664172954857349,office,
23,New Printer,22,1,5,30.0-35.0%,30.0,35.0,32.5,happy,0.8696674816310406,office,
23,New Printer,22,1,5,35.0-40.0%,35.0,40.0,37.5,disgust,0.6735516786575317,office,
23,New Printer,22,1,5,40.0-45.0%,40.0,45.0,42.5,sad,0.6124314632680681,office,
23,New Printer,22,1,5,45.0-50.0%,45.0,50.0,47.5,anger,0.49647407978773117,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,sad,0.605005335349303,office,
23,New Printer,22,1,5,55.0-60.0%,55.0,60.0,57.5,sad,0.7293146153291067,office,
23,New Printer,22,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,0.8142967224121094,office,
23,New Printer,22,1,5,65.0-70.0%,65.0,70.0,67.5,anger,0.359274297952652,office,
23,New Printer,22,1,5,70.0-75.0%,70.0,75.0,72.5,disgust,0.5747644603252411,office,
23,New Printer,22,1,5,75.0-80.0%,75.0,80.0,77.5,anger,0.5373548939824104,office,
23,New Printer,22,1,5,80.0-85.0%,80.0,85.0,82.5,disgust,0.6763654053211212,office,
23,New Printer,22,1,5,85.0-90.0%,85.0,90.0,87.5,disgust,0.6970561742782593,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,0.7131994915635962,office,
23,New Printer,22,1,5,95.0-100.0%,95.0,100.0,97.5,happy,0.8294348186916776,office,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,neutral,0.6952190975989064,music,
24,The Day Robert Palins Murdered Me,23,1,5,5.0-10.0%,5.0,10.0,7.5,happy,0.7320630198175256,music,
24,The Day Robert Palins Murdered Me,23,1,5,10.0-15.0%,10.0,15.0,12.5,happy,0.5796612203121185,music,
24,The Day Robert Palins Murdered Me,23,1,5,15.0-20.0%,15.0,20.0,17.5,sad,0.6652230528684763,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,neutral,0.7531803871194521,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,neutral,0.5818343614709789,music,
24,The Day Robert Palins Murdered Me,23,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,0.6592761824528376,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,neutral,0.6304970234632492,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,neutral,0.6522211244231776,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,sad,0.5886016253914151,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,0.6608748824700065,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,neutral,0.6223264396190643,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,0.6496795906740076,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,sad,0.6317418031394482,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,sad,0.7455843881918833,music,
24,The Day Robert Palins Murdered Me,23,1,5,75.0-80.0%,75.0,80.0,77.5,happy,0.6864342882352716,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,neutral,0.5651071667671204,music,
24,The Day Robert Palins Murdered Me,23,1,5,85.0-90.0%,85.0,90.0,87.5,sad,0.6890904371227536,music,
24,The Day Robert Palins Murdered Me,23,1,5,90.0-95.0%,90.0,95.0,92.5,happy,0.6498003772326878,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,neutral,0.655879278977712,music,
25,Babysitter,24,1,5,0.0-5.0%,0.0,5.0,2.5,happy,0.823336709948147,party,
25,Babysitter,24,1,5,5.0-10.0%,5.0,10.0,7.5,happy,0.7483627771337827,party,
25,Babysitter,24,1,5,10.0-15.0%,10.0,15.0,12.5,happy,0.7579279646277428,party,
25,Babysitter,24,1,5,15.0-20.0%,15.0,20.0,17.5,neutral,0.6313907479246458,party,
25,Babysitter,24,1,5,20.0-25.0%,20.0,25.0,22.5,sad,0.6107393741607666,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,happy,0.5856292003935034,party,
25,Babysitter,24,1,5,30.0-35.0%,30.0,35.0,32.5,surprise,0.5224725239806705,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,surprise,0.5353639800758923,party,
25,Babysitter,24,1,5,40.0-45.0%,40.0,45.0,42.5,sad,0.6800427714983622,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,anger,0.597315258704699,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,anger,0.6403197149435678,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,fear,0.5818302886826652,party,
25,Babysitter,24,1,5,60.0-65.0%,60.0,65.0,62.5,happy,0.6399775564670562,party,
25,Babysitter,24,1,5,65.0-70.0%,65.0,70.0,67.5,sad,0.6351079129510455,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,happy,0.6177430935204029,party,
25,Babysitter,24,1,5,75.0-80.0%,75.0,80.0,77.5,sad,0.7088565230369568,party,
25,Babysitter,24,1,5,80.0-85.0%,80.0,85.0,82.5,happy,0.7094088777899742,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,neutral,0.5656298051277796,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,surprise,0.6927932730087867,party,
25,Babysitter,24,1,5,95.0-100.0%,95.0,100.0,97.5,surprise,0.6782551606496176,party,
26,Fenton's Stables and Horse Farm,25,1,6,0.0-5.0%,0.0,5.0,2.5,disgust,0.5899839550256729,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,5.0-10.0%,5.0,10.0,7.5,disgust,0.6805830299854279,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,10.0-15.0%,10.0,15.0,12.5,neutral,0.7599006195863088,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,15.0-20.0%,15.0,20.0,17.5,happy,0.6952760890126228,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,20.0-25.0%,20.0,25.0,22.5,happy,0.6315532922744751,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,25.0-30.0%,25.0,30.0,27.5,happy,0.6515544764697552,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,30.0-35.0%,30.0,35.0,32.5,fear,0.6009537100791931,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,35.0-40.0%,35.0,40.0,37.5,disgust,0.4388042986392975,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,50.0-55.0%,50.0,55.0,52.5,happy,0.8576858242352804,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,55.0-60.0%,55.0,60.0,57.5,happy,0.7785184159874915,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,60.0-65.0%,60.0,65.0,62.5,fear,0.5491884847482046,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,65.0-70.0%,65.0,70.0,67.5,neutral,0.7604313939809799,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,70.0-75.0%,70.0,75.0,72.5,happy,0.8168871402740479,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,75.0-80.0%,75.0,80.0,77.5,disgust,0.7979697585105896,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,80.0-85.0%,80.0,85.0,82.5,neutral,0.7605985019888196,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,85.0-90.0%,85.0,90.0,87.5,neutral,0.7743249058723449,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,90.0-95.0%,90.0,95.0,92.5,disgust,0.6747242733836174,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,95.0-100.0%,95.0,100.0,97.5,happy,0.7034526914358139,commercial,
27,Chunky,26,1,6,0.0-5.0%,0.0,5.0,2.5,happy,0.7412343192845583,game show,
