sketch_id,sketch_name,season,episode,category,category2,total_detections,num_unique_emotions,emotion_sequence,emotion_string,emotion_counts
1,Both Ways,1,1,office,,86,7,happy|happy|anger|anger|anger|anger|sad|sad|anger|sad|anger|happy|anger|happy|anger|happy|anger|happy|anger|happy|sad|neutral|happy|anger|happy|happy|neutral|sad|sad|neutral|sad|sad|surprise|surprise|neutral|disgust|disgust|happy|neutral|sad|sad|happy|happy|sad|sad|sad|sad|disgust|disgust|disgust|disgust|neutral|sad|neutral|fear|fear|fear|neutral|neutral|neutral|happy|happy|neutral|happy|happy|neutral|happy|neutral|happy|neutral|happy|happy|neutral|happy|happy|neutral|neutral|neutral|neutral|fear|fear|fear|fear|happy|neutral|happy,happy -> happy -> anger -> anger -> anger -> anger -> sad -> sad -> anger -> sad -> anger -> happy -> anger -> happy -> anger -> happy -> anger -> happy -> anger -> happy -> sad -> neutral -> happy -> anger -> happy -> happy -> neutral -> sad -> sad -> neutral -> sad -> sad -> surprise -> surprise -> neutral -> disgust -> disgust -> happy -> neutral -> sad -> sad -> happy -> happy -> sad -> sad -> sad -> sad -> disgust -> disgust -> disgust -> disgust -> neutral -> sad -> neutral -> fear -> fear -> fear -> neutral -> neutral -> neutral -> happy -> happy -> neutral -> happy -> happy -> neutral -> happy -> neutral -> happy -> neutral -> happy -> happy -> neutral -> happy -> happy -> neutral -> neutral -> neutral -> neutral -> fear -> fear -> fear -> fear -> happy -> neutral -> happy,"{'happy': 25, 'neutral': 20, 'sad': 15, 'anger': 11, 'fear': 7, 'disgust': 6, 'surprise': 2}"
2,Has This Ever Happened to You?,1,1,commercial,,126,7,neutral|disgust|disgust|surprise|happy|disgust|happy|happy|neutral|sad|sad|disgust|sad|disgust|sad|disgust|sad|neutral|neutral|neutral|neutral|neutral|neutral|sad|sad|neutral|happy|surprise|anger|happy|neutral|neutral|disgust|disgust|fear|happy|disgust|anger|disgust|disgust|disgust|anger|fear|fear|neutral|disgust|happy|sad|happy|fear|anger|surprise|happy|disgust|anger|anger|anger|fear|anger|neutral|anger|neutral|neutral|sad|neutral|sad|neutral|happy|happy|happy|surprise|surprise|anger|surprise|anger|surprise|disgust|surprise|fear|anger|anger|anger|anger|anger|anger|anger|anger|anger|neutral|neutral|anger|anger|surprise|anger|sad|sad|disgust|disgust|sad|anger|neutral|neutral|neutral|anger|anger|sad|sad|happy|anger|happy|anger|surprise|anger|disgust|surprise|happy|sad|anger|happy|anger|anger|neutral|happy|happy|neutral|neutral,neutral -> disgust -> disgust -> surprise -> happy -> disgust -> happy -> happy -> neutral -> sad -> sad -> disgust -> sad -> disgust -> sad -> disgust -> sad -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> sad -> sad -> neutral -> happy -> surprise -> anger -> happy -> neutral -> neutral -> disgust -> disgust -> fear -> happy -> disgust -> anger -> disgust -> disgust -> disgust -> anger -> fear -> fear -> neutral -> disgust -> happy -> sad -> happy -> fear -> anger -> surprise -> happy -> disgust -> anger -> anger -> anger -> fear -> anger -> neutral -> anger -> neutral -> neutral -> sad -> neutral -> sad -> neutral -> happy -> happy -> happy -> surprise -> surprise -> anger -> surprise -> anger -> surprise -> disgust -> surprise -> fear -> anger -> anger -> anger -> anger -> anger -> anger -> anger -> anger -> anger -> neutral -> neutral -> anger -> anger -> surprise -> anger -> sad -> sad -> disgust -> disgust -> sad -> anger -> neutral -> neutral -> neutral -> anger -> anger -> sad -> sad -> happy -> anger -> happy -> anger -> surprise -> anger -> disgust -> surprise -> happy -> sad -> anger -> happy -> anger -> anger -> neutral -> happy -> happy -> neutral -> neutral,"{'anger': 32, 'neutral': 25, 'disgust': 18, 'happy': 18, 'sad': 16, 'surprise': 11, 'fear': 6}"
3,Baby of the Year,1,1,game show,,291,7,sad|neutral|sad|sad|disgust|anger|surprise|happy|sad|sad|sad|surprise|sad|sad|sad|happy|surprise|surprise|disgust|anger|neutral|happy|happy|neutral|happy|disgust|happy|sad|surprise|anger|neutral|neutral|surprise|surprise|surprise|sad|happy|sad|anger|disgust|disgust|happy|happy|neutral|happy|happy|happy|happy|happy|sad|happy|sad|disgust|sad|happy|sad|disgust|happy|happy|happy|happy|happy|surprise|disgust|sad|happy|sad|happy|anger|sad|anger|disgust|anger|sad|disgust|happy|anger|sad|disgust|neutral|happy|neutral|fear|neutral|anger|happy|anger|anger|neutral|happy|neutral|sad|disgust|neutral|neutral|disgust|disgust|disgust|anger|surprise|sad|sad|disgust|neutral|neutral|disgust|disgust|sad|surprise|anger|disgust|sad|sad|happy|sad|surprise|happy|sad|surprise|happy|surprise|sad|sad|neutral|neutral|neutral|happy|disgust|sad|disgust|happy|happy|sad|happy|sad|happy|sad|happy|sad|sad|surprise|disgust|happy|happy|sad|neutral|sad|sad|neutral|neutral|sad|disgust|fear|sad|neutral|sad|neutral|sad|sad|sad|happy|neutral|disgust|happy|disgust|disgust|disgust|neutral|disgust|neutral|happy|sad|sad|sad|sad|sad|sad|anger|neutral|sad|sad|disgust|neutral|sad|sad|neutral|surprise|happy|disgust|fear|disgust|sad|sad|happy|sad|happy|sad|sad|sad|sad|disgust|sad|sad|sad|disgust|sad|neutral|sad|disgust|neutral|sad|neutral|surprise|sad|neutral|sad|sad|neutral|sad|neutral|sad|neutral|sad|sad|neutral|sad|sad|surprise|surprise|happy|happy|sad|sad|sad|sad|sad|neutral|happy|sad|sad|sad|neutral|sad|sad|sad|sad|sad|neutral|sad|sad|neutral|sad|sad|neutral|happy|surprise|neutral|sad|sad|sad|anger|sad|disgust|sad|neutral|sad|sad|surprise|sad|happy|disgust|sad|sad|disgust|neutral|neutral|sad|sad|sad|sad|sad|sad|surprise|happy|happy|surprise|disgust|sad|sad|neutral|neutral,sad -> neutral -> sad -> sad -> disgust -> anger -> surprise -> happy -> sad -> sad -> sad -> surprise -> sad -> sad -> sad -> happy -> surprise -> surprise -> disgust -> anger -> neutral -> happy -> happy -> neutral -> happy -> disgust -> happy -> sad -> surprise -> anger -> neutral -> neutral -> surprise -> surprise -> surprise -> sad -> happy -> sad -> anger -> disgust -> disgust -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> happy -> sad -> happy -> sad -> disgust -> sad -> happy -> sad -> disgust -> happy -> happy -> happy -> happy -> happy -> surprise -> disgust -> sad -> happy -> sad -> happy -> anger -> sad -> anger -> disgust -> anger -> sad -> disgust -> happy -> anger -> sad -> disgust -> neutral -> happy -> neutral -> fear -> neutral -> anger -> happy -> anger -> anger -> neutral -> happy -> neutral -> sad -> disgust -> neutral -> neutral -> disgust -> disgust -> disgust -> anger -> surprise -> sad -> sad -> disgust -> neutral -> neutral -> disgust -> disgust -> sad -> surprise -> anger -> disgust -> sad -> sad -> happy -> sad -> surprise -> happy -> sad -> surprise -> happy -> surprise -> sad -> sad -> neutral -> neutral -> neutral -> happy -> disgust -> sad -> disgust -> happy -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> sad -> sad -> surprise -> disgust -> happy -> happy -> sad -> neutral -> sad -> sad -> neutral -> neutral -> sad -> disgust -> fear -> sad -> neutral -> sad -> neutral -> sad -> sad -> sad -> happy -> neutral -> disgust -> happy -> disgust -> disgust -> disgust -> neutral -> disgust -> neutral -> happy -> sad -> sad -> sad -> sad -> sad -> sad -> anger -> neutral -> sad -> sad -> disgust -> neutral -> sad -> sad -> neutral -> surprise -> happy -> disgust -> fear -> disgust -> sad -> sad -> happy -> sad -> happy -> sad -> sad -> sad -> sad -> disgust -> sad -> sad -> sad -> disgust -> sad -> neutral -> sad -> disgust -> neutral -> sad -> neutral -> surprise -> sad -> neutral -> sad -> sad -> neutral -> sad -> neutral -> sad -> neutral -> sad -> sad -> neutral -> sad -> sad -> surprise -> surprise -> happy -> happy -> sad -> sad -> sad -> sad -> sad -> neutral -> happy -> sad -> sad -> sad -> neutral -> sad -> sad -> sad -> sad -> sad -> neutral -> sad -> sad -> neutral -> sad -> sad -> neutral -> happy -> surprise -> neutral -> sad -> sad -> sad -> anger -> sad -> disgust -> sad -> neutral -> sad -> sad -> surprise -> sad -> happy -> disgust -> sad -> sad -> disgust -> neutral -> neutral -> sad -> sad -> sad -> sad -> sad -> sad -> surprise -> happy -> happy -> surprise -> disgust -> sad -> sad -> neutral -> neutral,"{'sad': 113, 'happy': 51, 'neutral': 48, 'disgust': 38, 'surprise': 23, 'anger': 15, 'fear': 3}"
4,Instagram,1,1,social media,,139,6,happy|happy|happy|happy|happy|happy|happy|neutral|happy|happy|happy|happy|happy|happy|neutral|neutral|neutral|neutral|sad|happy|happy|happy|happy|happy|happy|happy|disgust|sad|happy|happy|sad|sad|sad|sad|sad|happy|happy|happy|happy|disgust|disgust|neutral|neutral|neutral|neutral|happy|sad|sad|happy|happy|happy|happy|sad|happy|sad|happy|sad|happy|sad|happy|sad|sad|sad|sad|disgust|sad|sad|anger|sad|happy|sad|sad|happy|happy|disgust|disgust|disgust|happy|sad|sad|happy|happy|happy|disgust|neutral|happy|sad|sad|sad|sad|sad|happy|sad|sad|happy|sad|happy|sad|happy|happy|disgust|sad|neutral|happy|neutral|happy|happy|sad|neutral|neutral|sad|sad|sad|neutral|surprise|sad|disgust|sad|happy|sad|sad|surprise|disgust|disgust|sad|sad|sad|anger|happy|disgust|disgust|happy|sad|happy|happy|sad|disgust|sad|happy,happy -> happy -> happy -> happy -> happy -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> happy -> happy -> neutral -> neutral -> neutral -> neutral -> sad -> happy -> happy -> happy -> happy -> happy -> happy -> happy -> disgust -> sad -> happy -> happy -> sad -> sad -> sad -> sad -> sad -> happy -> happy -> happy -> happy -> disgust -> disgust -> neutral -> neutral -> neutral -> neutral -> happy -> sad -> sad -> happy -> happy -> happy -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> sad -> sad -> sad -> sad -> disgust -> sad -> sad -> anger -> sad -> happy -> sad -> sad -> happy -> happy -> disgust -> disgust -> disgust -> happy -> sad -> sad -> happy -> happy -> happy -> disgust -> neutral -> happy -> sad -> sad -> sad -> sad -> sad -> happy -> sad -> sad -> happy -> sad -> happy -> sad -> happy -> happy -> disgust -> sad -> neutral -> happy -> neutral -> happy -> happy -> sad -> neutral -> neutral -> sad -> sad -> sad -> neutral -> surprise -> sad -> disgust -> sad -> happy -> sad -> sad -> surprise -> disgust -> disgust -> sad -> sad -> sad -> anger -> happy -> disgust -> disgust -> happy -> sad -> happy -> happy -> sad -> disgust -> sad -> happy,"{'happy': 57, 'sad': 48, 'neutral': 15, 'disgust': 15, 'anger': 2, 'surprise': 2}"
5,Gift Receipt,1,1,party,,517,7,sad|sad|neutral|happy|happy|happy|happy|happy|sad|happy|happy|happy|disgust|sad|sad|happy|happy|happy|happy|disgust|neutral|happy|surprise|happy|happy|happy|happy|happy|sad|happy|happy|happy|sad|happy|happy|sad|happy|happy|sad|happy|happy|happy|happy|sad|neutral|sad|disgust|happy|neutral|neutral|surprise|sad|surprise|happy|neutral|sad|sad|neutral|sad|happy|happy|sad|neutral|happy|sad|neutral|neutral|sad|neutral|disgust|happy|happy|disgust|happy|happy|sad|happy|neutral|sad|surprise|neutral|sad|happy|happy|happy|happy|happy|sad|happy|happy|happy|happy|happy|neutral|sad|happy|surprise|neutral|sad|happy|sad|happy|neutral|surprise|sad|neutral|sad|sad|disgust|sad|happy|neutral|surprise|happy|sad|happy|sad|happy|sad|happy|sad|sad|happy|sad|happy|happy|happy|sad|sad|neutral|neutral|happy|happy|happy|happy|sad|neutral|happy|happy|happy|happy|happy|happy|neutral|happy|happy|sad|happy|happy|sad|happy|sad|sad|happy|neutral|happy|happy|happy|happy|happy|happy|happy|happy|neutral|neutral|neutral|happy|happy|neutral|happy|neutral|sad|happy|happy|neutral|neutral|neutral|happy|happy|neutral|disgust|neutral|neutral|sad|sad|sad|disgust|neutral|happy|neutral|neutral|happy|happy|happy|sad|sad|sad|sad|disgust|sad|sad|sad|sad|sad|neutral|neutral|sad|neutral|happy|sad|surprise|sad|sad|surprise|happy|neutral|neutral|happy|happy|sad|happy|happy|sad|happy|sad|happy|happy|happy|happy|sad|neutral|surprise|neutral|surprise|neutral|surprise|neutral|neutral|happy|surprise|happy|neutral|happy|sad|happy|sad|happy|sad|happy|sad|happy|disgust|sad|neutral|happy|neutral|neutral|happy|happy|surprise|surprise|sad|sad|sad|sad|neutral|neutral|sad|surprise|surprise|surprise|disgust|happy|neutral|neutral|anger|anger|neutral|sad|neutral|disgust|surprise|disgust|anger|sad|anger|sad|anger|sad|anger|disgust|surprise|neutral|happy|neutral|sad|neutral|surprise|disgust|surprise|anger|surprise|sad|neutral|neutral|happy|surprise|neutral|neutral|neutral|anger|happy|sad|neutral|sad|anger|surprise|fear|neutral|neutral|neutral|sad|sad|surprise|sad|happy|happy|surprise|sad|neutral|happy|surprise|anger|surprise|surprise|neutral|neutral|neutral|neutral|happy|neutral|disgust|neutral|neutral|neutral|happy|neutral|neutral|surprise|sad|sad|sad|fear|fear|neutral|neutral|happy|neutral|neutral|neutral|neutral|anger|sad|anger|sad|surprise|disgust|surprise|neutral|neutral|sad|sad|neutral|surprise|surprise|neutral|neutral|happy|sad|surprise|sad|neutral|sad|anger|anger|happy|surprise|sad|sad|sad|sad|neutral|disgust|anger|sad|anger|sad|neutral|neutral|neutral|neutral|sad|sad|surprise|happy|neutral|neutral|neutral|neutral|anger|happy|anger|happy|surprise|sad|happy|anger|disgust|sad|neutral|sad|disgust|sad|anger|sad|sad|sad|sad|sad|surprise|sad|sad|sad|neutral|fear|fear|sad|sad|sad|sad|fear|fear|fear|fear|sad|neutral|neutral|neutral|happy|neutral|sad|sad|neutral|anger|neutral|neutral|sad|sad|neutral|anger|anger|surprise|neutral|sad|surprise|surprise|neutral|happy|happy|neutral|happy|neutral|neutral|sad|neutral|neutral|neutral|happy|happy|happy|happy|disgust|happy|neutral|neutral|neutral|neutral|happy|neutral|neutral|happy|neutral|neutral|neutral|sad|sad|sad|sad|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|sad|anger|surprise|surprise|fear|fear|surprise|surprise|neutral|neutral,sad -> sad -> neutral -> happy -> happy -> happy -> happy -> happy -> sad -> happy -> happy -> happy -> disgust -> sad -> sad -> happy -> happy -> happy -> happy -> disgust -> neutral -> happy -> surprise -> happy -> happy -> happy -> happy -> happy -> sad -> happy -> happy -> happy -> sad -> happy -> happy -> sad -> happy -> happy -> sad -> happy -> happy -> happy -> happy -> sad -> neutral -> sad -> disgust -> happy -> neutral -> neutral -> surprise -> sad -> surprise -> happy -> neutral -> sad -> sad -> neutral -> sad -> happy -> happy -> sad -> neutral -> happy -> sad -> neutral -> neutral -> sad -> neutral -> disgust -> happy -> happy -> disgust -> happy -> happy -> sad -> happy -> neutral -> sad -> surprise -> neutral -> sad -> happy -> happy -> happy -> happy -> happy -> sad -> happy -> happy -> happy -> happy -> happy -> neutral -> sad -> happy -> surprise -> neutral -> sad -> happy -> sad -> happy -> neutral -> surprise -> sad -> neutral -> sad -> sad -> disgust -> sad -> happy -> neutral -> surprise -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> sad -> sad -> happy -> sad -> happy -> happy -> happy -> sad -> sad -> neutral -> neutral -> happy -> happy -> happy -> happy -> sad -> neutral -> happy -> happy -> happy -> happy -> happy -> happy -> neutral -> happy -> happy -> sad -> happy -> happy -> sad -> happy -> sad -> sad -> happy -> neutral -> happy -> happy -> happy -> happy -> happy -> happy -> happy -> happy -> neutral -> neutral -> neutral -> happy -> happy -> neutral -> happy -> neutral -> sad -> happy -> happy -> neutral -> neutral -> neutral -> happy -> happy -> neutral -> disgust -> neutral -> neutral -> sad -> sad -> sad -> disgust -> neutral -> happy -> neutral -> neutral -> happy -> happy -> happy -> sad -> sad -> sad -> sad -> disgust -> sad -> sad -> sad -> sad -> sad -> neutral -> neutral -> sad -> neutral -> happy -> sad -> surprise -> sad -> sad -> surprise -> happy -> neutral -> neutral -> happy -> happy -> sad -> happy -> happy -> sad -> happy -> sad -> happy -> happy -> happy -> happy -> sad -> neutral -> surprise -> neutral -> surprise -> neutral -> surprise -> neutral -> neutral -> happy -> surprise -> happy -> neutral -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> sad -> happy -> disgust -> sad -> neutral -> happy -> neutral -> neutral -> happy -> happy -> surprise -> surprise -> sad -> sad -> sad -> sad -> neutral -> neutral -> sad -> surprise -> surprise -> surprise -> disgust -> happy -> neutral -> neutral -> anger -> anger -> neutral -> sad -> neutral -> disgust -> surprise -> disgust -> anger -> sad -> anger -> sad -> anger -> sad -> anger -> disgust -> surprise -> neutral -> happy -> neutral -> sad -> neutral -> surprise -> disgust -> surprise -> anger -> surprise -> sad -> neutral -> neutral -> happy -> surprise -> neutral -> neutral -> neutral -> anger -> happy -> sad -> neutral -> sad -> anger -> surprise -> fear -> neutral -> neutral -> neutral -> sad -> sad -> surprise -> sad -> happy -> happy -> surprise -> sad -> neutral -> happy -> surprise -> anger -> surprise -> surprise -> neutral -> neutral -> neutral -> neutral -> happy -> neutral -> disgust -> neutral -> neutral -> neutral -> happy -> neutral -> neutral -> surprise -> sad -> sad -> sad -> fear -> fear -> neutral -> neutral -> happy -> neutral -> neutral -> neutral -> neutral -> anger -> sad -> anger -> sad -> surprise -> disgust -> surprise -> neutral -> neutral -> sad -> sad -> neutral -> surprise -> surprise -> neutral -> neutral -> happy -> sad -> surprise -> sad -> neutral -> sad -> anger -> anger -> happy -> surprise -> sad -> sad -> sad -> sad -> neutral -> disgust -> anger -> sad -> anger -> sad -> neutral -> neutral -> neutral -> neutral -> sad -> sad -> surprise -> happy -> neutral -> neutral -> neutral -> neutral -> anger -> happy -> anger -> happy -> surprise -> sad -> happy -> anger -> disgust -> sad -> neutral -> sad -> disgust -> sad -> anger -> sad -> sad -> sad -> sad -> sad -> surprise -> sad -> sad -> sad -> neutral -> fear -> fear -> sad -> sad -> sad -> sad -> fear -> fear -> fear -> fear -> sad -> neutral -> neutral -> neutral -> happy -> neutral -> sad -> sad -> neutral -> anger -> neutral -> neutral -> sad -> sad -> neutral -> anger -> anger -> surprise -> neutral -> sad -> surprise -> surprise -> neutral -> happy -> happy -> neutral -> happy -> neutral -> neutral -> sad -> neutral -> neutral -> neutral -> happy -> happy -> happy -> happy -> disgust -> happy -> neutral -> neutral -> neutral -> neutral -> happy -> neutral -> neutral -> happy -> neutral -> neutral -> neutral -> sad -> sad -> sad -> sad -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> sad -> anger -> surprise -> surprise -> fear -> fear -> surprise -> surprise -> neutral -> neutral,"{'happy': 144, 'neutral': 139, 'sad': 131, 'surprise': 47, 'anger': 24, 'disgust': 21, 'fear': 11}"
6,Biker Guy,1,2,sci-fi/fantasy,,152,7,happy|happy|sad|sad|neutral|sad|neutral|sad|surprise|surprise|anger|disgust|sad|surprise|fear|surprise|happy|sad|sad|happy|happy|disgust|sad|surprise|surprise|fear|surprise|sad|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|surprise|neutral|neutral|neutral|neutral|surprise|neutral|surprise|happy|happy|anger|anger|sad|sad|sad|sad|happy|happy|happy|happy|neutral|neutral|sad|happy|happy|happy|happy|happy|happy|surprise|happy|sad|happy|happy|surprise|sad|neutral|neutral|neutral|neutral|surprise|surprise|neutral|neutral|neutral|neutral|neutral|surprise|sad|surprise|neutral|happy|neutral|neutral|neutral|neutral|surprise|happy|happy|neutral|happy|sad|neutral|happy|surprise|sad|neutral|surprise|happy|surprise|happy|happy|neutral|neutral|happy|happy|neutral|happy|happy|happy|happy|neutral|happy|happy|happy|happy|neutral|sad|happy|happy|happy|neutral|happy|happy|happy|happy|happy|neutral|neutral|neutral|happy|sad|happy,happy -> happy -> sad -> sad -> neutral -> sad -> neutral -> sad -> surprise -> surprise -> anger -> disgust -> sad -> surprise -> fear -> surprise -> happy -> sad -> sad -> happy -> happy -> disgust -> sad -> surprise -> surprise -> fear -> surprise -> sad -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> neutral -> neutral -> neutral -> neutral -> surprise -> neutral -> surprise -> happy -> happy -> anger -> anger -> sad -> sad -> sad -> sad -> happy -> happy -> happy -> happy -> neutral -> neutral -> sad -> happy -> happy -> happy -> happy -> happy -> happy -> surprise -> happy -> sad -> happy -> happy -> surprise -> sad -> neutral -> neutral -> neutral -> neutral -> surprise -> surprise -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> sad -> surprise -> neutral -> happy -> neutral -> neutral -> neutral -> neutral -> surprise -> happy -> happy -> neutral -> happy -> sad -> neutral -> happy -> surprise -> sad -> neutral -> surprise -> happy -> surprise -> happy -> happy -> neutral -> neutral -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> neutral -> sad -> happy -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> happy -> neutral -> neutral -> neutral -> happy -> sad -> happy,"{'neutral': 55, 'happy': 48, 'sad': 21, 'surprise': 20, 'anger': 4, 'disgust': 2, 'fear': 2}"
7,River Mountain High,1,2,commercial,,174,6,happy|happy|happy|happy|happy|happy|neutral|neutral|neutral|surprise|neutral|neutral|happy|neutral|neutral|neutral|happy|sad|sad|neutral|neutral|neutral|happy|happy|happy|happy|happy|neutral|neutral|happy|happy|neutral|neutral|neutral|neutral|neutral|sad|neutral|neutral|neutral|neutral|neutral|surprise|surprise|sad|anger|neutral|neutral|sad|surprise|sad|happy|neutral|neutral|sad|sad|disgust|sad|neutral|neutral|neutral|neutral|sad|sad|neutral|neutral|happy|happy|happy|surprise|happy|neutral|neutral|neutral|neutral|sad|sad|sad|sad|sad|sad|sad|disgust|sad|neutral|sad|happy|neutral|sad|happy|sad|surprise|happy|happy|sad|happy|sad|sad|happy|anger|happy|sad|neutral|sad|sad|happy|sad|sad|happy|sad|neutral|happy|sad|sad|sad|neutral|sad|neutral|sad|neutral|sad|disgust|sad|sad|sad|disgust|happy|neutral|happy|neutral|sad|sad|sad|sad|sad|neutral|happy|neutral|neutral|sad|sad|happy|happy|happy|disgust|sad|anger|sad|surprise|neutral|sad|neutral|surprise|neutral|neutral|anger|sad|sad|sad|sad|sad|sad|sad|sad|happy|sad|sad|sad|sad|neutral|neutral|neutral|disgust|neutral,happy -> happy -> happy -> happy -> happy -> happy -> neutral -> neutral -> neutral -> surprise -> neutral -> neutral -> happy -> neutral -> neutral -> neutral -> happy -> sad -> sad -> neutral -> neutral -> neutral -> happy -> happy -> happy -> happy -> happy -> neutral -> neutral -> happy -> happy -> neutral -> neutral -> neutral -> neutral -> neutral -> sad -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> surprise -> sad -> anger -> neutral -> neutral -> sad -> surprise -> sad -> happy -> neutral -> neutral -> sad -> sad -> disgust -> sad -> neutral -> neutral -> neutral -> neutral -> sad -> sad -> neutral -> neutral -> happy -> happy -> happy -> surprise -> happy -> neutral -> neutral -> neutral -> neutral -> sad -> sad -> sad -> sad -> sad -> sad -> sad -> disgust -> sad -> neutral -> sad -> happy -> neutral -> sad -> happy -> sad -> surprise -> happy -> happy -> sad -> happy -> sad -> sad -> happy -> anger -> happy -> sad -> neutral -> sad -> sad -> happy -> sad -> sad -> happy -> sad -> neutral -> happy -> sad -> sad -> sad -> neutral -> sad -> neutral -> sad -> neutral -> sad -> disgust -> sad -> sad -> sad -> disgust -> happy -> neutral -> happy -> neutral -> sad -> sad -> sad -> sad -> sad -> neutral -> happy -> neutral -> neutral -> sad -> sad -> happy -> happy -> happy -> disgust -> sad -> anger -> sad -> surprise -> neutral -> sad -> neutral -> surprise -> neutral -> neutral -> anger -> sad -> sad -> sad -> sad -> sad -> sad -> sad -> sad -> happy -> sad -> sad -> sad -> sad -> neutral -> neutral -> neutral -> disgust -> neutral,"{'sad': 62, 'neutral': 57, 'happy': 37, 'surprise': 8, 'disgust': 6, 'anger': 4}"
8,Wilson's Toupees,1,2,commercial,,157,7,surprise|happy|happy|happy|happy|neutral|happy|sad|sad|happy|happy|happy|happy|happy|surprise|happy|happy|happy|happy|sad|sad|sad|sad|sad|sad|neutral|happy|sad|neutral|happy|sad|happy|happy|anger|fear|anger|surprise|anger|anger|neutral|sad|sad|sad|happy|sad|sad|neutral|neutral|sad|sad|sad|disgust|sad|surprise|anger|surprise|anger|neutral|happy|neutral|happy|neutral|neutral|neutral|sad|neutral|sad|happy|surprise|neutral|fear|surprise|surprise|happy|surprise|fear|surprise|surprise|fear|happy|surprise|surprise|surprise|neutral|neutral|happy|neutral|sad|sad|sad|sad|happy|sad|sad|happy|neutral|neutral|sad|neutral|sad|neutral|happy|neutral|surprise|sad|happy|surprise|sad|sad|neutral|surprise|sad|happy|sad|sad|sad|happy|surprise|happy|surprise|surprise|happy|happy|happy|happy|neutral|happy|happy|happy|happy|neutral|happy|sad|happy|happy|happy|happy|happy|happy|happy|neutral|happy|neutral|neutral|neutral|neutral|sad|neutral|sad|sad|sad|neutral|sad|neutral|happy|sad|anger,surprise -> happy -> happy -> happy -> happy -> neutral -> happy -> sad -> sad -> happy -> happy -> happy -> happy -> happy -> surprise -> happy -> happy -> happy -> happy -> sad -> sad -> sad -> sad -> sad -> sad -> neutral -> happy -> sad -> neutral -> happy -> sad -> happy -> happy -> anger -> fear -> anger -> surprise -> anger -> anger -> neutral -> sad -> sad -> sad -> happy -> sad -> sad -> neutral -> neutral -> sad -> sad -> sad -> disgust -> sad -> surprise -> anger -> surprise -> anger -> neutral -> happy -> neutral -> happy -> neutral -> neutral -> neutral -> sad -> neutral -> sad -> happy -> surprise -> neutral -> fear -> surprise -> surprise -> happy -> surprise -> fear -> surprise -> surprise -> fear -> happy -> surprise -> surprise -> surprise -> neutral -> neutral -> happy -> neutral -> sad -> sad -> sad -> sad -> happy -> sad -> sad -> happy -> neutral -> neutral -> sad -> neutral -> sad -> neutral -> happy -> neutral -> surprise -> sad -> happy -> surprise -> sad -> sad -> neutral -> surprise -> sad -> happy -> sad -> sad -> sad -> happy -> surprise -> happy -> surprise -> surprise -> happy -> happy -> happy -> happy -> neutral -> happy -> happy -> happy -> happy -> neutral -> happy -> sad -> happy -> happy -> happy -> happy -> happy -> happy -> happy -> neutral -> happy -> neutral -> neutral -> neutral -> neutral -> sad -> neutral -> sad -> sad -> sad -> neutral -> sad -> neutral -> happy -> sad -> anger,"{'happy': 50, 'sad': 43, 'neutral': 32, 'surprise': 20, 'anger': 7, 'fear': 4, 'disgust': 1}"
