sketch_id,name,sketch_order,season,episode,time_bin,time_bin_start,time_bin_end,time_bin_center,emotion,count,total_detections,percentage,category,category2
23,New Printer,22,1,5,20.0-25.0%,20.0,25.0,22.5,surprise,2,19,10.526315789473683,office,
23,New Printer,22,1,5,20.0-25.0%,20.0,25.0,22.5,anger,1,19,5.263157894736842,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,disgust,2,8,25.0,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,fear,2,8,25.0,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,happy,1,8,12.5,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,neutral,1,8,12.5,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,sad,1,8,12.5,office,
23,New Printer,22,1,5,25.0-30.0%,25.0,30.0,27.5,surprise,1,8,12.5,office,
23,New Printer,22,1,5,30.0-35.0%,30.0,35.0,32.5,happy,12,16,75.0,office,
23,New Printer,22,1,5,30.0-35.0%,30.0,35.0,32.5,sad,2,16,12.5,office,
23,New Printer,22,1,5,30.0-35.0%,30.0,35.0,32.5,anger,1,16,6.25,office,
23,New Printer,22,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,1,16,6.25,office,
23,New Printer,22,1,5,35.0-40.0%,35.0,40.0,37.5,disgust,3,8,37.5,office,
23,New Printer,22,1,5,35.0-40.0%,35.0,40.0,37.5,happy,3,8,37.5,office,
23,New Printer,22,1,5,35.0-40.0%,35.0,40.0,37.5,neutral,1,8,12.5,office,
23,New Printer,22,1,5,35.0-40.0%,35.0,40.0,37.5,surprise,1,8,12.5,office,
23,New Printer,22,1,5,40.0-45.0%,40.0,45.0,42.5,sad,6,9,66.66666666666666,office,
23,New Printer,22,1,5,40.0-45.0%,40.0,45.0,42.5,happy,2,9,22.22222222222222,office,
23,New Printer,22,1,5,40.0-45.0%,40.0,45.0,42.5,surprise,1,9,11.11111111111111,office,
23,New Printer,22,1,5,45.0-50.0%,45.0,50.0,47.5,anger,2,4,50.0,office,
23,New Printer,22,1,5,45.0-50.0%,45.0,50.0,47.5,disgust,1,4,25.0,office,
23,New Printer,22,1,5,45.0-50.0%,45.0,50.0,47.5,fear,1,4,25.0,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,sad,4,13,30.76923076923077,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,3,13,23.076923076923077,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,anger,2,13,15.384615384615385,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,happy,2,13,15.384615384615385,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,disgust,1,13,7.6923076923076925,office,
23,New Printer,22,1,5,50.0-55.0%,50.0,55.0,52.5,surprise,1,13,7.6923076923076925,office,
23,New Printer,22,1,5,55.0-60.0%,55.0,60.0,57.5,sad,5,9,55.55555555555556,office,
23,New Printer,22,1,5,55.0-60.0%,55.0,60.0,57.5,neutral,3,9,33.33333333333333,office,
23,New Printer,22,1,5,55.0-60.0%,55.0,60.0,57.5,happy,1,9,11.11111111111111,office,
23,New Printer,22,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,6,12,50.0,office,
23,New Printer,22,1,5,60.0-65.0%,60.0,65.0,62.5,sad,4,12,33.33333333333333,office,
23,New Printer,22,1,5,60.0-65.0%,60.0,65.0,62.5,anger,2,12,16.666666666666664,office,
23,New Printer,22,1,5,65.0-70.0%,65.0,70.0,67.5,anger,1,3,33.33333333333333,office,
23,New Printer,22,1,5,65.0-70.0%,65.0,70.0,67.5,sad,1,3,33.33333333333333,office,
23,New Printer,22,1,5,65.0-70.0%,65.0,70.0,67.5,surprise,1,3,33.33333333333333,office,
23,New Printer,22,1,5,70.0-75.0%,70.0,75.0,72.5,disgust,1,4,25.0,office,
23,New Printer,22,1,5,70.0-75.0%,70.0,75.0,72.5,fear,1,4,25.0,office,
23,New Printer,22,1,5,70.0-75.0%,70.0,75.0,72.5,sad,1,4,25.0,office,
23,New Printer,22,1,5,70.0-75.0%,70.0,75.0,72.5,surprise,1,4,25.0,office,
23,New Printer,22,1,5,75.0-80.0%,75.0,80.0,77.5,anger,1,4,25.0,office,
23,New Printer,22,1,5,75.0-80.0%,75.0,80.0,77.5,disgust,1,4,25.0,office,
23,New Printer,22,1,5,75.0-80.0%,75.0,80.0,77.5,neutral,1,4,25.0,office,
23,New Printer,22,1,5,75.0-80.0%,75.0,80.0,77.5,surprise,1,4,25.0,office,
23,New Printer,22,1,5,80.0-85.0%,80.0,85.0,82.5,disgust,3,6,50.0,office,
23,New Printer,22,1,5,80.0-85.0%,80.0,85.0,82.5,anger,2,6,33.33333333333333,office,
23,New Printer,22,1,5,80.0-85.0%,80.0,85.0,82.5,sad,1,6,16.666666666666664,office,
23,New Printer,22,1,5,85.0-90.0%,85.0,90.0,87.5,disgust,2,6,33.33333333333333,office,
23,New Printer,22,1,5,85.0-90.0%,85.0,90.0,87.5,neutral,2,6,33.33333333333333,office,
23,New Printer,22,1,5,85.0-90.0%,85.0,90.0,87.5,anger,1,6,16.666666666666664,office,
23,New Printer,22,1,5,85.0-90.0%,85.0,90.0,87.5,surprise,1,6,16.666666666666664,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,14,19,73.68421052631578,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,happy,2,19,10.526315789473683,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,anger,1,19,5.263157894736842,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,sad,1,19,5.263157894736842,office,
23,New Printer,22,1,5,90.0-95.0%,90.0,95.0,92.5,surprise,1,19,5.263157894736842,office,
23,New Printer,22,1,5,95.0-100.0%,95.0,100.0,97.5,happy,9,18,50.0,office,
23,New Printer,22,1,5,95.0-100.0%,95.0,100.0,97.5,neutral,8,18,44.44444444444444,office,
23,New Printer,22,1,5,95.0-100.0%,95.0,100.0,97.5,anger,1,18,5.555555555555555,office,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,neutral,18,31,58.06451612903226,music,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,happy,8,31,25.806451612903224,music,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,sad,3,31,9.67741935483871,music,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,anger,1,31,3.225806451612903,music,
24,The Day Robert Palins Murdered Me,23,1,5,0.0-5.0%,0.0,5.0,2.5,surprise,1,31,3.225806451612903,music,
24,The Day Robert Palins Murdered Me,23,1,5,5.0-10.0%,5.0,10.0,7.5,happy,13,22,59.09090909090909,music,
24,The Day Robert Palins Murdered Me,23,1,5,5.0-10.0%,5.0,10.0,7.5,neutral,6,22,27.27272727272727,music,
24,The Day Robert Palins Murdered Me,23,1,5,5.0-10.0%,5.0,10.0,7.5,sad,3,22,13.636363636363635,music,
24,The Day Robert Palins Murdered Me,23,1,5,10.0-15.0%,10.0,15.0,12.5,happy,6,19,31.57894736842105,music,
24,The Day Robert Palins Murdered Me,23,1,5,10.0-15.0%,10.0,15.0,12.5,neutral,6,19,31.57894736842105,music,
24,The Day Robert Palins Murdered Me,23,1,5,10.0-15.0%,10.0,15.0,12.5,sad,6,19,31.57894736842105,music,
24,The Day Robert Palins Murdered Me,23,1,5,10.0-15.0%,10.0,15.0,12.5,anger,1,19,5.263157894736842,music,
24,The Day Robert Palins Murdered Me,23,1,5,15.0-20.0%,15.0,20.0,17.5,sad,5,13,38.46153846153847,music,
24,The Day Robert Palins Murdered Me,23,1,5,15.0-20.0%,15.0,20.0,17.5,neutral,4,13,30.76923076923077,music,
24,The Day Robert Palins Murdered Me,23,1,5,15.0-20.0%,15.0,20.0,17.5,happy,3,13,23.076923076923077,music,
24,The Day Robert Palins Murdered Me,23,1,5,15.0-20.0%,15.0,20.0,17.5,surprise,1,13,7.6923076923076925,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,neutral,4,12,33.33333333333333,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,sad,4,12,33.33333333333333,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,happy,2,12,16.666666666666664,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,anger,1,12,8.333333333333332,music,
24,The Day Robert Palins Murdered Me,23,1,5,20.0-25.0%,20.0,25.0,22.5,disgust,1,12,8.333333333333332,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,neutral,15,29,51.724137931034484,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,sad,6,29,20.689655172413794,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,anger,4,29,13.793103448275861,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,disgust,2,29,6.896551724137931,music,
24,The Day Robert Palins Murdered Me,23,1,5,25.0-30.0%,25.0,30.0,27.5,happy,2,29,6.896551724137931,music,
24,The Day Robert Palins Murdered Me,23,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,13,24,54.166666666666664,music,
24,The Day Robert Palins Murdered Me,23,1,5,30.0-35.0%,30.0,35.0,32.5,happy,6,24,25.0,music,
24,The Day Robert Palins Murdered Me,23,1,5,30.0-35.0%,30.0,35.0,32.5,anger,3,24,12.5,music,
24,The Day Robert Palins Murdered Me,23,1,5,30.0-35.0%,30.0,35.0,32.5,sad,2,24,8.333333333333332,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,neutral,8,28,28.57142857142857,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,happy,7,28,25.0,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,sad,6,28,21.428571428571427,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,anger,4,28,14.285714285714285,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,fear,2,28,7.142857142857142,music,
24,The Day Robert Palins Murdered Me,23,1,5,35.0-40.0%,35.0,40.0,37.5,surprise,1,28,3.571428571428571,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,neutral,5,19,26.31578947368421,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,surprise,5,19,26.31578947368421,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,disgust,3,19,15.789473684210526,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,happy,3,19,15.789473684210526,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,fear,2,19,10.526315789473683,music,
24,The Day Robert Palins Murdered Me,23,1,5,40.0-45.0%,40.0,45.0,42.5,sad,1,19,5.263157894736842,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,sad,4,14,28.57142857142857,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,surprise,4,14,28.57142857142857,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,neutral,3,14,21.428571428571427,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,disgust,1,14,7.142857142857142,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,fear,1,14,7.142857142857142,music,
24,The Day Robert Palins Murdered Me,23,1,5,45.0-50.0%,45.0,50.0,47.5,happy,1,14,7.142857142857142,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,7,23,30.434782608695656,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,sad,7,23,30.434782608695656,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,anger,4,23,17.391304347826086,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,fear,2,23,8.695652173913043,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,surprise,2,23,8.695652173913043,music,
24,The Day Robert Palins Murdered Me,23,1,5,50.0-55.0%,50.0,55.0,52.5,disgust,1,23,4.3478260869565215,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,neutral,5,15,33.33333333333333,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,happy,3,15,20.0,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,disgust,2,15,13.333333333333334,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,sad,2,15,13.333333333333334,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,surprise,2,15,13.333333333333334,music,
24,The Day Robert Palins Murdered Me,23,1,5,55.0-60.0%,55.0,60.0,57.5,fear,1,15,6.666666666666667,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,6,17,35.294117647058826,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,sad,6,17,35.294117647058826,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,surprise,3,17,17.647058823529413,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,disgust,1,17,5.88235294117647,music,
24,The Day Robert Palins Murdered Me,23,1,5,60.0-65.0%,60.0,65.0,62.5,happy,1,17,5.88235294117647,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,sad,10,24,41.66666666666667,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,surprise,7,24,29.166666666666668,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,anger,4,24,16.666666666666664,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,neutral,2,24,8.333333333333332,music,
24,The Day Robert Palins Murdered Me,23,1,5,65.0-70.0%,65.0,70.0,67.5,happy,1,24,4.166666666666666,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,sad,17,26,65.38461538461539,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,neutral,4,26,15.384615384615385,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,anger,2,26,7.6923076923076925,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,disgust,1,26,3.8461538461538463,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,happy,1,26,3.8461538461538463,music,
24,The Day Robert Palins Murdered Me,23,1,5,70.0-75.0%,70.0,75.0,72.5,surprise,1,26,3.8461538461538463,music,
24,The Day Robert Palins Murdered Me,23,1,5,75.0-80.0%,75.0,80.0,77.5,happy,8,17,47.05882352941176,music,
24,The Day Robert Palins Murdered Me,23,1,5,75.0-80.0%,75.0,80.0,77.5,sad,6,17,35.294117647058826,music,
24,The Day Robert Palins Murdered Me,23,1,5,75.0-80.0%,75.0,80.0,77.5,neutral,2,17,11.76470588235294,music,
24,The Day Robert Palins Murdered Me,23,1,5,75.0-80.0%,75.0,80.0,77.5,surprise,1,17,5.88235294117647,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,neutral,2,7,28.57142857142857,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,sad,2,7,28.57142857142857,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,disgust,1,7,14.285714285714285,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,fear,1,7,14.285714285714285,music,
24,The Day Robert Palins Murdered Me,23,1,5,80.0-85.0%,80.0,85.0,82.5,happy,1,7,14.285714285714285,music,
24,The Day Robert Palins Murdered Me,23,1,5,85.0-90.0%,85.0,90.0,87.5,sad,7,14,50.0,music,
24,The Day Robert Palins Murdered Me,23,1,5,85.0-90.0%,85.0,90.0,87.5,neutral,6,14,42.857142857142854,music,
24,The Day Robert Palins Murdered Me,23,1,5,85.0-90.0%,85.0,90.0,87.5,anger,1,14,7.142857142857142,music,
24,The Day Robert Palins Murdered Me,23,1,5,90.0-95.0%,90.0,95.0,92.5,happy,10,21,47.61904761904761,music,
24,The Day Robert Palins Murdered Me,23,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,7,21,33.33333333333333,music,
24,The Day Robert Palins Murdered Me,23,1,5,90.0-95.0%,90.0,95.0,92.5,sad,4,21,19.047619047619047,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,neutral,9,24,37.5,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,sad,6,24,25.0,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,happy,5,24,20.833333333333336,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,surprise,2,24,8.333333333333332,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,anger,1,24,4.166666666666666,music,
24,The Day Robert Palins Murdered Me,23,1,5,95.0-100.0%,95.0,100.0,97.5,disgust,1,24,4.166666666666666,music,
25,Babysitter,24,1,5,0.0-5.0%,0.0,5.0,2.5,happy,11,17,64.70588235294117,party,
25,Babysitter,24,1,5,0.0-5.0%,0.0,5.0,2.5,neutral,3,17,17.647058823529413,party,
25,Babysitter,24,1,5,0.0-5.0%,0.0,5.0,2.5,sad,2,17,11.76470588235294,party,
25,Babysitter,24,1,5,0.0-5.0%,0.0,5.0,2.5,surprise,1,17,5.88235294117647,party,
25,Babysitter,24,1,5,5.0-10.0%,5.0,10.0,7.5,happy,8,12,66.66666666666666,party,
25,Babysitter,24,1,5,5.0-10.0%,5.0,10.0,7.5,neutral,3,12,25.0,party,
25,Babysitter,24,1,5,5.0-10.0%,5.0,10.0,7.5,surprise,1,12,8.333333333333332,party,
25,Babysitter,24,1,5,10.0-15.0%,10.0,15.0,12.5,happy,13,20,65.0,party,
25,Babysitter,24,1,5,10.0-15.0%,10.0,15.0,12.5,neutral,4,20,20.0,party,
25,Babysitter,24,1,5,10.0-15.0%,10.0,15.0,12.5,sad,2,20,10.0,party,
25,Babysitter,24,1,5,10.0-15.0%,10.0,15.0,12.5,surprise,1,20,5.0,party,
25,Babysitter,24,1,5,15.0-20.0%,15.0,20.0,17.5,neutral,5,12,41.66666666666667,party,
25,Babysitter,24,1,5,15.0-20.0%,15.0,20.0,17.5,sad,5,12,41.66666666666667,party,
25,Babysitter,24,1,5,15.0-20.0%,15.0,20.0,17.5,happy,2,12,16.666666666666664,party,
25,Babysitter,24,1,5,20.0-25.0%,20.0,25.0,22.5,sad,11,20,55.00000000000001,party,
25,Babysitter,24,1,5,20.0-25.0%,20.0,25.0,22.5,neutral,5,20,25.0,party,
25,Babysitter,24,1,5,20.0-25.0%,20.0,25.0,22.5,anger,2,20,10.0,party,
25,Babysitter,24,1,5,20.0-25.0%,20.0,25.0,22.5,happy,2,20,10.0,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,happy,3,11,27.27272727272727,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,neutral,3,11,27.27272727272727,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,sad,3,11,27.27272727272727,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,anger,1,11,9.090909090909092,party,
25,Babysitter,24,1,5,25.0-30.0%,25.0,30.0,27.5,surprise,1,11,9.090909090909092,party,
25,Babysitter,24,1,5,30.0-35.0%,30.0,35.0,32.5,surprise,4,9,44.44444444444444,party,
25,Babysitter,24,1,5,30.0-35.0%,30.0,35.0,32.5,sad,3,9,33.33333333333333,party,
25,Babysitter,24,1,5,30.0-35.0%,30.0,35.0,32.5,fear,1,9,11.11111111111111,party,
25,Babysitter,24,1,5,30.0-35.0%,30.0,35.0,32.5,neutral,1,9,11.11111111111111,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,surprise,6,17,35.294117647058826,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,sad,5,17,29.411764705882355,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,neutral,3,17,17.647058823529413,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,fear,2,17,11.76470588235294,party,
25,Babysitter,24,1,5,35.0-40.0%,35.0,40.0,37.5,anger,1,17,5.88235294117647,party,
25,Babysitter,24,1,5,40.0-45.0%,40.0,45.0,42.5,sad,6,15,40.0,party,
25,Babysitter,24,1,5,40.0-45.0%,40.0,45.0,42.5,happy,4,15,26.666666666666668,party,
25,Babysitter,24,1,5,40.0-45.0%,40.0,45.0,42.5,disgust,3,15,20.0,party,
25,Babysitter,24,1,5,40.0-45.0%,40.0,45.0,42.5,neutral,2,15,13.333333333333334,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,anger,7,13,53.84615384615385,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,happy,2,13,15.384615384615385,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,disgust,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,fear,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,neutral,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,45.0-50.0%,45.0,50.0,47.5,surprise,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,anger,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,fear,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,neutral,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,sad,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,50.0-55.0%,50.0,55.0,52.5,happy,1,9,11.11111111111111,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,fear,2,7,28.57142857142857,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,sad,2,7,28.57142857142857,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,anger,1,7,14.285714285714285,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,neutral,1,7,14.285714285714285,party,
25,Babysitter,24,1,5,55.0-60.0%,55.0,60.0,57.5,surprise,1,7,14.285714285714285,party,
25,Babysitter,24,1,5,60.0-65.0%,60.0,65.0,62.5,happy,4,10,40.0,party,
25,Babysitter,24,1,5,60.0-65.0%,60.0,65.0,62.5,neutral,3,10,30.0,party,
25,Babysitter,24,1,5,60.0-65.0%,60.0,65.0,62.5,sad,3,10,30.0,party,
25,Babysitter,24,1,5,65.0-70.0%,65.0,70.0,67.5,sad,12,18,66.66666666666666,party,
25,Babysitter,24,1,5,65.0-70.0%,65.0,70.0,67.5,neutral,3,18,16.666666666666664,party,
25,Babysitter,24,1,5,65.0-70.0%,65.0,70.0,67.5,surprise,2,18,11.11111111111111,party,
25,Babysitter,24,1,5,65.0-70.0%,65.0,70.0,67.5,happy,1,18,5.555555555555555,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,happy,5,16,31.25,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,sad,4,16,25.0,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,disgust,3,16,18.75,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,neutral,2,16,12.5,party,
25,Babysitter,24,1,5,70.0-75.0%,70.0,75.0,72.5,surprise,2,16,12.5,party,
25,Babysitter,24,1,5,75.0-80.0%,75.0,80.0,77.5,sad,4,9,44.44444444444444,party,
25,Babysitter,24,1,5,75.0-80.0%,75.0,80.0,77.5,happy,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,75.0-80.0%,75.0,80.0,77.5,neutral,2,9,22.22222222222222,party,
25,Babysitter,24,1,5,75.0-80.0%,75.0,80.0,77.5,disgust,1,9,11.11111111111111,party,
25,Babysitter,24,1,5,80.0-85.0%,80.0,85.0,82.5,happy,11,20,55.00000000000001,party,
25,Babysitter,24,1,5,80.0-85.0%,80.0,85.0,82.5,neutral,4,20,20.0,party,
25,Babysitter,24,1,5,80.0-85.0%,80.0,85.0,82.5,sad,4,20,20.0,party,
25,Babysitter,24,1,5,80.0-85.0%,80.0,85.0,82.5,disgust,1,20,5.0,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,neutral,6,12,50.0,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,disgust,2,12,16.666666666666664,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,happy,2,12,16.666666666666664,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,anger,1,12,8.333333333333332,party,
25,Babysitter,24,1,5,85.0-90.0%,85.0,90.0,87.5,surprise,1,12,8.333333333333332,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,surprise,6,13,46.15384615384615,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,disgust,2,13,15.384615384615385,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,happy,2,13,15.384615384615385,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,anger,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,neutral,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,90.0-95.0%,90.0,95.0,92.5,sad,1,13,7.6923076923076925,party,
25,Babysitter,24,1,5,95.0-100.0%,95.0,100.0,97.5,surprise,8,18,44.44444444444444,party,
25,Babysitter,24,1,5,95.0-100.0%,95.0,100.0,97.5,happy,4,18,22.22222222222222,party,
25,Babysitter,24,1,5,95.0-100.0%,95.0,100.0,97.5,neutral,4,18,22.22222222222222,party,
25,Babysitter,24,1,5,95.0-100.0%,95.0,100.0,97.5,disgust,2,18,11.11111111111111,party,
26,Fenton's Stables and Horse Farm,25,1,6,0.0-5.0%,0.0,5.0,2.5,disgust,2,4,50.0,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,0.0-5.0%,0.0,5.0,2.5,happy,2,4,50.0,commercial,
26,Fenton's Stables and Horse Farm,25,1,6,5.0-10.0%,5.0,10.0,7.5,disgust,2,2,100.0,commercial,
